a1,a2,a3,a4,a5,a6,a7,a8
07-Feb-2020,0.00120247969454274,0.0013517536700681,0.00161237220773836,0.0020366049129335,0.00373086223022162,0.0049226680310926,0.00636799555189004
06-Feb-2020,0.00100414946453994,0.00112060967243643,0.00138731624173104,0.00191173748190336,0.00398381439460626,0.00287654892418348,0.00426385516178551
05-Feb-2020,0.00100414939407535,0.00112389028197972,0.00139900471372991,0.00193094483057156,0.00395909022435138,0.00291736046509194,0.00427592088843662
04-Feb-2020,0.00104414893580345,0.00117373295361104,0.00142229868449069,0.00176457719102252,0.00411065815798318,0.0024461728692751,0.00419323242432095
03-Feb-2020,0.0010499824475447,0.00118448804849978,0.00145234697912422,0.00178625982357662,0.00414328932119311,0.00244763566465021,0.00418909614470111
31-Jan-2020,0.00105748276228221,0.00119034850389296,0.0014590146053138,0.0017929283056137,0.00402219226830308,0.00267120904238236,0.00421828603186638
30-Jan-2020,0.0010566486216404,0.00119115428271244,0.00145734439732662,0.00179460434625634,0.00405783247102515,0.00261770563209984,0.00421607473281724
29-Jan-2020,0.00104498206103,0.00117620672012606,0.00144567922269965,0.00177959149869314,0.00398160743428617,0.00252051659946216,0.00425077808254191
28-Jan-2020,0.00103498213830048,0.0011629254653847,0.00141897809634858,0.00172281501063248,0.00403360009008593,0.00242804516168945,0.00412986969015458
27-Jan-2020,0.00105164870986197,0.00118287341256509,0.00145067650964013,0.00178793497217972,0.00413493939411247,0.0024472420650076,0.0041866130778212
24-Jan-2020,0.0010633149151675,0.00119453954984687,0.00143896089505973,0.00175785369953729,0.00401598378628353,0.00253806879299862,0.00415725058087143
23-Jan-2020,0.00105498178963033,0.00118292530726551,0.0014155970702542,0.00173616545237629,0.0040122475711397,0.00249908836211293,0.00414277008683613
22-Jan-2020,0.00106498138832026,0.00118964470567563,0.00143395294359227,0.00174449300321813,0.00400302567982723,0.00253772571521908,0.00415622570168565
21-Jan-2020,0.00105831490457096,0.00118297788825738,0.00144398800109119,0.00179128447126394,0.00398627415672787,0.00259107738308516,0.00418795551825504
20-Jan-2020,0.00104414876277104,0.00116717004375947,0.00143733700540889,0.00178295429414152,0.00395740400115069,0.00259711012129001,0.0041855334073676
17-Jan-2020,0.00104248170388125,0.00117206494322563,0.00140893929979824,0.00175457098007849,0.00393270174131423,0.00256744116051215,0.00416486601666279
